OUTLET_CODE,SALES_UNITS,UNIT_PTR,FREQUENCY,PRODUCT_CODE_ENCODED,CLUSTER
OL129120,5.431372549019608,146.04978354835785,51,44.431372549019606,1
OL129121,15.75,15.01217532376389,20,46.7,0
OL129122,9.153846153846153,67.91583416913461,13,60.23076923076923,0
OL129123,10.133333333333333,50.02380952075,15,50.333333333333336,0
OL129124,5.285714285714286,72.16141001892858,7,67.14285714285714,0
OL129125,23.61111111111111,43.83116882635621,18,51.666666666666664,0
OL129126,26.666666666666668,8.928571429166666,3,42.666666666666664,0
OL129127,21.11764705882353,40.67895339797794,17,57.411764705882355,0
OL129128,14.086206896551724,16.576914465621407,58,50.5,0
OL129129,15.714285714285714,30.062036179401257,28,51.0,0
OL129130,19.3375,24.232142858234315,80,46.2125,0
OL129131,15.63888888888889,21.791125543166668,36,49.19444444444444,0
OL129132,14.75,14.97159090980469,16,52.1875,0
OL129133,17.764705882352942,22.316653938480393,17,51.94117647058823,0
OL129134,15.875,40.68722943866609,24,50.666666666666664,0
OL129135,17.625,12.970373377384089,40,49.975,0
OL129136,12.864864864864865,50.486574240146396,37,40.513513513513516,0
OL129137,17.408163265306122,6.596209913105993,49,51.61224489795919,0
OL129138,9.615384615384615,39.76086413778045,26,51.23076923076923,0
OL129139,9.300546448087431,142.72727272641072,183,47.295081967213115,1
OL129140,18.943396226415093,8.894878708260332,53,53.679245283018865,0
OL129142,8.258064516129032,117.90322581057796,31,43.83870967741935,0
OL129143,12.68,24.2207792175,25,46.68,0
OL129144,9.608695652173912,51.90958497812047,46,51.52173913043478,0
OL129145,11.7,11.724025974436111,30,46.1,0
OL129146,17.76923076923077,46.232517483782054,26,44.65384615384615,0
OL129147,9.415,183.42524350653338,400,46.49,1
OL129150,3.6607142857142856,171.43538381696726,224,46.86607142857143,1
OL129151,14.296167247386759,170.90646722796677,287,47.41811846689895,1
OL129152,15.625,33.787202379401045,24,49.791666666666664,0
OL129156,10.428571428571429,18.761595540714286,7,41.57142857142857,0
OL129157,8.666666666666666,8.92857143,3,57.333333333333336,0
OL129158,14.8,24.292207790354166,10,46.6,0
OL129159,16.703703703703702,9.876142378465566,81,58.51851851851852,0
OL129160,7.196078431372549,179.79333779088032,408,46.713235294117645,1
OL129161,17.533333333333335,79.59956710129167,15,49.46666666666667,0
OL129162,2.284313725490196,133.7821492228595,102,43.44117647058823,1
OL129163,17.30204081632653,42.76210492284779,245,41.36326530612245,1
OL129165,23.76388888888889,21.77128427190435,72,45.138888888888886,0
OL129166,16.830188679245282,12.513783387775158,53,55.509433962264154,0
OL129167,23.2,18.019480519125,10,43.3,0
OL129168,13.545454545454545,37.38931523030303,11,47.36363636363637,0
OL129169,16.1,7.946428573246936,20,51.25,0
OL129170,15.0,46.902597405628676,10,61.4,0
OL129171,19.108695652173914,8.792701865243082,46,50.91304347826087,0
OL129172,10.0,43.29545455116072,7,47.285714285714285,0
OL129173,7.87117903930131,163.4144076421108,458,45.851528384279476,1
OL129175,20.467391304347824,21.757658104291213,92,51.52173913043478,0
OL129176,15.241379310344827,16.90774742777299,29,55.827586206896555,0
OL129177,3.3043478260869565,104.13043478181159,46,35.52173913043478,0
OL129178,24.875,19.67329544940104,8,59.0,0
OL129179,13.6875,30.632102271057292,16,51.3125,0
OL129180,13.75,14.630681820312502,8,39.5,0
OL129181,12.285714285714286,45.99953617589286,7,48.0,0
OL129182,5.571428571428571,90.60296846321428,7,65.71428571428571,0
OL129183,6.429003021148036,137.93796837446973,331,49.71299093655589,1
OL129184,24.5,47.37824675963542,4,55.75,0
OL129185,17.55072463768116,24.194899303863313,69,51.869565217391305,0
OL129186,15.03225806451613,55.931085046310486,31,52.58064516129032,0
OL129188,17.136363636363637,12.868949232395835,22,49.04545454545455,0
OL129189,16.0,7.015306123690477,14,47.357142857142854,0
OL129190,25.84313725490196,12.770562772370964,51,53.254901960784316,0
OL129191,8.5,64.00974026229166,6,44.5,0
OL129192,9.066037735849056,96.63379073730101,212,44.81603773584906,1
OL129193,13.181818181818182,56.80858913940972,22,58.27272727272727,0
OL129194,1.411764705882353,104.65240639392157,34,49.8235294117647,0
OL129195,7.407407407407407,75.91269841040123,27,49.370370370370374,0
OL129196,16.8,8.035714287520834,10,51.4,0
OL129197,17.26086956521739,15.658526258976451,23,48.73913043478261,0
OL129198,15.5625,44.14062499394531,16,47.875,0
OL129199,24.153846153846153,8.10439560489442,13,52.07692307692308,0
OL129200,19.555555555555557,8.928571430555557,9,52.666666666666664,0
OL129201,10.641486810551559,183.31937696369923,834,46.333333333333336,1
OL129202,12.863309352517986,64.66434644512398,139,50.798561151079134,0
OL129203,17.11864406779661,11.032082323125,59,35.76271186440678,0
OL129204,15.714285714285714,19.74644403153439,21,55.523809523809526,0
OL129205,30.857142857142858,8.290816326488095,7,58.57142857142857,0
OL129206,21.35,13.709415583083336,20,52.05,0
OL129207,8.54140127388535,156.68810488741937,628,45.802547770700635,1
OL129208,13.175257731958762,94.19132413822625,97,46.08247422680412,0
OL129209,22.857142857142858,8.928571429910715,7,46.714285714285715,0
OL129211,7.882352941176471,105.99909281791764,68,46.39705882352941,0
OL129212,8.5171939477304,166.18562317784873,727,47.00550206327373,1
OL129215,9.590909090909092,53.50354191169285,44,42.29545454545455,0
OL129216,5.474916387959866,154.9171480707473,299,47.97658862876254,1
OL129217,18.40625,26.653814935828994,32,56.84375,0
OL129218,14.207792207792208,43.12721369688455,77,45.493506493506494,0
OL143556,19.2,8.928571430625002,5,47.0,0
OL143557,4.771929824561403,113.24675324784356,57,53.05263157894737,0
OL143558,15.636363636363637,12.112849273303997,33,55.93939393939394,0
OL143560,6.278350515463917,79.39558508242841,194,45.58762886597938,1
OL143562,6.115384615384615,116.82504994803286,52,46.78846153846154,0
OL143563,4.567934782608695,182.28449087070484,368,46.75,1
OL143564,15.125,33.83522727539063,24,46.75,0
OL143565,21.32867132867133,7.529970030812109,143,52.47552447552447,0
OL143566,20.22222222222222,8.333333334773148,45,47.2,0
OL143568,17.4,8.258928573364583,20,47.1,0
OL143569,266.3829787234043,6.6299392091634335,47,55.4468085106383,0
OL143570,32.0,8.928571428125,1,52.0,0
OL143571,25.5,24.135239762684293,26,49.11538461538461,0
OL143574,15.25,13.995535716681987,16,54.5625,0
OL143575,19.428571428571427,4.46428571313492,21,46.80952380952381,0
OL143576,17.473684210526315,7.2838345876096495,19,47.8421052631579,0
OL143577,21.15625,18.186891234441255,32,44.09375,0
OL143579,80.4,109.9675324779375,5,49.2,0
OL143580,263.16923076923075,100.74600399705149,65,51.0,0
OL143582,21.5,150.4545454464015,4,37.5,1
OL143583,4.827160493827161,119.88776655425396,81,40.02469135802469,1
OL143584,16.60902255639098,7.995435017919063,133,46.954887218045116,0
OL143586,16.5,7.812500001770834,8,51.0,0
OL143587,6.205479452054795,80.09273260901827,73,52.15068493150685,0
OL143592,19.666666666666668,26.00040584560917,24,41.25,0
OL143593,29.0,36.24188312753472,6,59.333333333333336,0
OL143594,13.0,26.961038963,5,54.6,0
OL143597,16.96551724137931,7.850985223347702,29,46.6551724137931,0
OL143598,10.525,53.856737006348965,40,50.4,0
OL143599,10.9,53.254058432343754,20,43.5,0
OL143601,19.44,8.750000001950001,25,52.36,0
OL143605,15.533333333333333,76.88455988340124,45,49.77777777777778,0
OL143606,18.0,7.142857143776042,8,50.375,0
OL143608,14.833333333333334,11.765422078402779,12,44.5,0
OL143609,15.909090909090908,8.928571430833335,11,69.27272727272727,0
OL143610,16.12121212121212,8.522727274741163,33,52.63636363636363,0
OL143611,18.416666666666668,45.40854978628473,12,42.0,0
OL143612,16.0,8.92857143125,2,43.5,0
OL143613,27.428571428571427,7.334183673730159,28,53.714285714285715,0
OL143615,16.46153846153846,5.8379120872435895,13,44.38461538461539,0
OL143616,21.333333333333332,8.829365081365742,9,62.666666666666664,0
OL143617,17.333333333333332,7.738095239600695,12,54.916666666666664,0
OL143618,19.384615384615383,8.928571430048077,13,45.38461538461539,0
OL143620,12.444444444444445,4.960317460509259,9,39.77777777777778,0
OL143621,11.761904761904763,31.623376621686507,21,48.523809523809526,0
OL143622,17.095238095238095,8.630952382708333,42,54.904761904761905,0
OL143623,18.666666666666668,5.952380952152777,3,34.0,0
OL143628,15.947368421052632,7.706766918975748,19,50.1578947368421,0
OL143629,19.2,7.1428571437500015,5,59.6,0
OL143631,2.17,132.87045454305834,100,38.91,1
OL143632,16.253521126760564,9.320696909906621,71,50.929577464788736,0
OL143633,18.294117647058822,8.298319329156575,17,54.64705882352941,0
OL143634,12.176470588235293,60.527119934681366,17,51.35294117647059,0
OL143635,17.46153846153846,37.52664002753739,39,43.8974358974359,0
OL143636,24.49122807017544,10.609193439376863,57,47.14035087719298,0
OL143637,24.393939393939394,7.548701299372401,33,56.696969696969695,0
OL143638,16.0,8.92857143125,4,70.0,0
OL143639,17.6,8.035714287500001,5,53.2,0
OL143642,16.033333333333335,11.026244590090277,60,52.35,0
OL143643,12.0,4.4642857141666665,2,43.0,0
OL143644,16.34313725490196,10.766806724647012,102,48.69607843137255,0
OL143645,17.76,12.528571430352942,25,48.08,0
OL143647,14.636363636363637,22.5796930375,11,56.18181818181818,0
OL143649,13.222222222222221,47.57034632470679,9,65.22222222222223,0
OL143651,18.825,11.481331171054228,40,54.1,0
OL143652,10.96774193548387,61.319124425409946,31,51.87096774193548,0
OL143653,14.03225806451613,33.56933389268712,31,56.38709677419355,0
OL143654,17.17699115044248,7.609039192268965,113,52.97345132743363,0
OL143656,12.0,66.21458086727273,11,45.54545454545455,0
OL143657,28.272727272727273,34.216351827967166,11,56.63636363636363,0
OL143658,21.38095238095238,7.860331633702148,21,53.61904761904762,0
OL143659,16.8,37.85324675647647,25,49.2,0
OL143660,9.909090909090908,52.902892556136365,11,37.18181818181818,0
OL143661,13.907284768211921,193.35014943837726,604,47.115894039735096,1
OL143662,4.777777777777778,61.29509379680556,9,36.666666666666664,0
OL143663,26.941176470588236,16.555576773137254,17,53.94117647058823,0
OL143665,20.563636363636363,8.848878395641117,55,52.163636363636364,0
OL143666,14.698924731182796,39.709537776511,93,47.70967741935484,0
OL143667,9.666666666666666,57.49458874847222,3,63.0,0
OL143668,12.5,65.86850650625,2,59.0,0
OL143670,12.451612903225806,43.80802261247579,155,59.24516129032258,0
OL143671,24.78723404255319,7.465805471423654,47,53.276595744680854,0
OL143672,15.473684210526315,8.176691731293861,19,58.26315789473684,0
OL143673,9.475728155339805,180.70110956689058,515,46.48543689320388,1
OL143674,14.571428571428571,7.138218924416667,35,53.857142857142854,0
OL143675,13.666666666666666,44.097222220150464,18,38.833333333333336,0
OL143676,25.035714285714285,7.780612245691527,28,53.57142857142857,0
OL143677,18.573033707865168,35.11491317502341,89,55.13483146067416,0
OL143679,19.25,11.091720781119793,40,57.3,0
OL143680,18.13157894736842,6.414473684776832,38,58.60526315789474,0
OL143681,22.666666666666668,8.184523810416666,6,55.833333333333336,0
OL143682,14.875,13.788555196796874,16,48.8125,0
OL143683,17.65,21.931818180562498,20,50.55,0
OL143684,18.666666666666668,7.9365079378703705,9,56.111111111111114,0
OL143685,18.666666666666668,8.888888890874183,45,55.93333333333333,0
OL143686,7.904255319148936,78.55968499687633,188,53.430851063829785,1
OL143687,5.98812351543943,152.72472776564896,842,45.39192399049881,1
OL143688,15.05,16.974025971260417,20,40.5,0
OL143689,10.764705882352942,137.12216704821967,51,42.80392156862745,1
OL143690,6.941018766756033,112.60510602083926,373,44.88739946380697,1
OL143691,6.350663716814159,168.65010726637382,904,44.29314159292036,1
OL143692,9.987654320987655,44.981762063633504,81,39.2962962962963,0
OL143693,12.11111111111111,31.67748917832952,45,54.06666666666667,0
OL143694,18.545454545454547,11.677981111199495,11,49.27272727272727,0
OL143695,27.055555555555557,65.23629149033565,18,45.111111111111114,0
OL143696,11.857142857142858,43.26066790660714,7,48.857142857142854,0
OL143697,18.725,54.77313311890318,40,49.8,0
OL143698,12.625,89.21874999283854,8,57.5,0
OL143699,15.131578947368421,23.832877647502347,38,45.473684210526315,0
OL143700,17.492957746478872,12.512346809967724,71,48.46478873239437,0
OL143701,34.13333333333333,8.869047619979167,15,52.666666666666664,0
OL143702,46.73684210526316,8.458646617560309,19,51.8421052631579,0
OL143703,14.945205479452055,20.834371111162035,73,52.3013698630137,0
OL143704,4.421686746987952,188.39500860434237,83,38.65060240963855,1
OL143706,33.77777777777778,8.928571430526622,18,52.55555555555556,0
OL143707,4.4714285714285715,211.01298700375,70,39.214285714285715,1
OL143708,5.703601108033241,147.25703313339469,361,43.362880886426595,1
OL143709,16.05,13.00121753431526,40,63.025,0
OL143711,16.0,8.92857143125,1,52.0,0
OL143712,13.842105263157896,39.076384129015096,19,56.0,0
OL143713,16.125,8.630952382805352,24,66.25,0
OL143714,29.894736842105264,6.8139097746673984,19,51.421052631578945,0
OL143715,19.46153846153846,19.44930070084936,13,54.84615384615385,0
OL143717,14.0,23.990943265076755,19,52.36842105263158,0
OL143718,13.4,43.175324676125,5,40.6,0
OL143719,13.678571428571429,12.753362707813812,28,50.32142857142857,0
OL143720,18.076923076923077,22.176573428125,13,36.84615384615385,0
OL143722,23.785714285714285,15.143784786309524,14,53.214285714285715,0
OL143724,5.238095238095238,131.69681508964285,42,42.07142857142857,1
OL143725,18.571428571428573,8.92857143030754,7,44.857142857142854,0
OL143728,18.263157894736842,11.417748919353802,57,51.45614035087719,0
OL143729,14.045454545454545,47.43334317073864,66,51.86363636363637,0
OL143730,16.58823529411765,29.07372039930147,17,54.8235294117647,0
OL143731,15.692307692307692,14.281968032580128,13,36.30769230769231,0
OL143732,19.681818181818183,12.913223141145833,22,46.72727272727273,0
OL143733,18.75,8.928571428515625,8,50.125,0
OL143736,20.333333333333332,6.696428572204861,12,50.25,0
OL143739,16.0,8.92857143125,4,70.0,0
OL143740,13.883720930232558,14.672681968362403,43,50.02325581395349,0
OL143741,13.461538461538462,26.868131870240386,13,50.0,0
OL143742,22.76923076923077,8.928571430488784,26,51.92307692307692,0
OL143743,14.909090909090908,42.45867767829546,11,51.09090909090909,0
OL143744,18.412903225806453,10.333263511361665,155,39.23225806451613,0
OL143745,17.157894736842106,11.437969926414473,19,53.8421052631579,0
OL143746,12.153846153846153,21.63711288578755,13,39.46153846153846,0
OL143748,16.285714285714285,16.248840445491073,14,48.0,0
OL143749,11.71830985915493,53.637506858879114,71,50.83098591549296,0
OL143750,18.789473684210527,27.336807926589916,19,52.63157894736842,0
OL143751,13.0,20.935828877806372,17,50.411764705882355,0
OL143752,20.63157894736842,6.696428572123539,38,54.1578947368421,0
OL143753,18.0,8.928571430859376,8,53.5,0
OL143754,17.76,8.928571430625,25,52.56,0
OL143756,21.333333333333332,8.928571430208335,3,38.666666666666664,0
OL143757,15.166666666666666,17.27092352395833,18,67.88888888888889,0
OL143758,15.75,21.07007576029514,12,37.416666666666664,0
OL143759,15.571428571428571,33.446196659806546,28,45.57142857142857,0
OL143760,14.875,26.831371755913757,16,53.875,0
OL143761,5.176470588235294,77.83326966447808,17,41.94117647058823,0
OL143762,4.0,117.04545453333333,4,24.25,1
OL143765,15.666666666666666,5.952380952795139,12,46.583333333333336,0
OL143767,8.38888888888889,65.57088744623843,18,68.16666666666667,0
OL143769,25.676470588235293,29.184491977989612,34,56.6764705882353,0
OL143772,16.333333333333332,8.33333333540523,15,51.6,0
OL143773,23.9,7.321428572212623,20,49.25,0
OL143774,13.696629213483146,24.473405808375468,89,48.337078651685395,0
OL143775,16.0,8.92857143125,2,60.0,0
OL143776,14.714285714285714,29.51453308837633,21,51.523809523809526,0
OL143777,18.95744680851064,59.23286819293144,47,45.212765957446805,0
OL143778,14.279411764705882,29.03074866398951,68,49.25,0
OL143779,15.3,19.407467536250003,10,56.2,0
OL143782,13.0,19.354707794444444,24,57.958333333333336,0
OL143783,1.0,163.6363636,1,55.0,1
OL143784,32.0,8.928571428125,1,35.0,0
OL143785,2.5609756097560976,116.72196704436737,82,53.58536585365854,0
OL143786,7.390946502057613,189.47123349736205,486,47.84567901234568,1
OL143787,22.0,8.630952382216435,24,45.416666666666664,0
OL143788,16.671140939597315,7.4578289803201905,149,49.61744966442953,0
OL143790,20.620689655172413,7.650862069740183,58,52.43103448275862,0
OL143793,22.666666666666668,28.965548341238428,18,49.27777777777778,0
OL143800,4.363636363636363,125.29860291527146,66,44.78787878787879,1
OL143802,9.571428571428571,38.98654916693452,14,65.0,0
OL143803,14.529411764705882,43.988731860008166,17,60.0,0
OL143804,20.857142857142858,10.994897960767856,35,55.8,0
OL143805,21.4,14.696969697916668,15,56.53333333333333,0
OL143806,31.11111111111111,8.92857142829861,18,60.0,0
OL143807,15.162790697674419,24.563575961119188,43,51.48837209302326,0
OL143808,10.64,64.34220779374166,25,48.48,0
OL143810,24.0,207.96753247472225,5,27.0,1
OL143811,22.466666666666665,25.28300865992824,30,52.4,0
OL143815,25.066666666666666,23.51677489258873,90,44.25555555555555,0
OL143816,4.7578125,187.60862672535944,512,46.48046875,1
OL143817,956.0930232558139,7.828073089553638,86,46.848837209302324,2
OL143818,5.123844731977819,169.12625729349355,541,48.160813308687615,1
OL143822,20.026315789473685,13.698308271611841,38,52.78947368421053,0
OL143823,6.023346303501945,108.28029460850384,257,41.70038910505836,1
OL143824,15.125,22.0271915625,8,42.25,0
OL143825,9.916666666666666,41.112012989375,12,41.333333333333336,0
OL143827,24.0,7.9365079377314816,9,48.333333333333336,0
OL143828,96.0,8.749999999583334,5,60.0,0
OL143829,25.88235294117647,6.5651260507475495,17,53.05882352941177,0
OL143830,23.04,7.6785714295,25,50.92,0
OL143831,20.413793103448278,8.866995075742901,29,59.310344827586206,0
OL143835,6.666666666666667,35.40043290486111,3,25.666666666666668,0
OL143837,17.714285714285715,9.493042673577381,35,54.57142857142857,0
OL143838,16.440677966101696,24.08623156587633,59,52.94915254237288,0
OL143840,12.178378378378378,81.89303263861215,185,49.502702702702706,1
OL143841,21.263157894736842,19.664217362285218,19,53.36842105263158,0
OL143842,20.689655172413794,8.004926109985632,29,55.0,0
OL143843,3.982456140350877,131.60401002562133,57,52.43859649122807,1
OL143844,16.0,8.92857143125,3,49.666666666666664,0
OL143845,14.904761904761905,36.06292517349207,21,54.523809523809526,0
OL143846,16.8,6.845238096180555,15,54.86666666666667,0
OL143847,5.26530612244898,136.08724820977892,196,53.423469387755105,1
OL143848,18.178343949044585,19.243010174503297,157,40.53503184713376,0
OL143851,11.8,45.318181811986115,15,47.0,0
OL143852,18.96969696969697,7.954545455846862,33,53.21212121212121,0
OL143853,19.28125,8.244977680022787,64,50.15625,0
OL143855,12.8,35.316558445,10,53.1,0
OL143856,14.666666666666666,6.696428572578125,24,46.583333333333336,0
OL143857,15.88,28.359090910283335,25,51.48,0
OL143859,9.363076923076923,154.51127622395256,650,47.08615384615385,1
OL143861,18.5531914893617,7.08586626256058,47,56.765957446808514,0
OL143862,19.428571428571427,7.653061225089287,7,54.857142857142854,0
OL143863,11.5,63.54166666869213,12,45.0,0
OL143864,4.8291457286432165,150.0604483471587,199,48.778894472361806,1
OL143865,5.120253164556962,159.96578579670162,158,46.11392405063291,1
OL143866,17.32758620689655,12.204713391063219,58,54.13793103448276,0
OL143867,8.733333333333333,104.21645021798147,15,38.13333333333333,0
OL143868,20.5,14.894480520250948,16,51.125,0
OL143869,27.214285714285715,15.108998144910714,14,41.42857142857143,0
OL143870,12.4,30.387645251282528,190,45.84736842105263,0
OL143871,20.395833333333332,10.758252165779124,48,52.9375,0
OL143872,7.548611111111111,113.23521205378786,144,50.90277777777778,1
OL143874,17.0,8.854166669075521,48,58.770833333333336,0
OL143875,18.205882352941178,8.11163101643995,34,54.38235294117647,0
OL143876,15.055555555555555,17.270923522928243,18,50.611111111111114,0
OL143877,24.632653061224488,7.598396501815476,49,47.55102040816327,0
OL143878,17.2,41.83874459344444,15,55.06666666666667,0
OL143879,31.36842105263158,8.364661654935501,19,53.78947368421053,0
OL143880,5.380368098159509,192.15553873349313,489,47.07566462167689,1
OL143882,25.0,8.848214286905025,100,48.18,0
OL143883,9.444924406047516,216.3911718200052,463,46.59611231101512,1
OL143884,27.0,8.258928571484375,8,47.875,0
OL143885,17.4,8.616071430302084,20,58.35,0
OL143886,14.0,9.566326531488096,7,48.0,0
OL143887,30.928571428571427,7.015306122363591,28,58.357142857142854,0
OL143888,18.666666666666668,7.440476191666668,3,60.333333333333336,0
OL143890,21.953846153846154,7.1978021983558325,65,56.50769230769231,0
OL143892,17.333333333333332,7.068452382048612,12,55.75,0
OL143893,12.373469387755103,219.0389389503401,490,45.49183673469388,1
OL143894,13.26923076923077,50.63436563528846,26,44.80769230769231,0
OL143895,24.0,4.4642857125,1,59.0,0
OL143896,11.064516129032258,68.70356793469982,93,47.60215053763441,0
OL143897,7.159574468085107,96.42304503879433,94,54.62765957446808,0
OL143898,18.379310344827587,15.195364982318008,29,48.241379310344826,0
OL143900,3.759493670886076,158.26668584731013,79,39.0,1
OL143901,16.8,6.232142857755556,50,51.8,0
OL143902,18.27536231884058,7.446946170906013,138,48.81159420289855,0
OL143903,16.115384615384617,22.024850148677885,26,52.73076923076923,0
OL143904,14.791666666666666,21.005817101805558,24,54.833333333333336,0
OL143905,14.928571428571429,17.706400743303572,14,50.785714285714285,0
OL143907,14.857142857142858,7.653061226369048,7,48.285714285714285,0
OL143909,7.609756097560975,193.11490339333588,41,38.951219512195124,1
OL143910,16.25,7.328869049019097,48,47.9375,0
OL143911,6.952830188679245,139.59966919939268,212,41.56132075471698,1
OL143913,17.134146341463413,9.854490023675076,82,52.13414634146341,0
OL143915,3.3076923076923075,92.8421578425,13,46.84615384615385,0
OL143916,13.271186440677965,24.574069997644774,59,48.52542372881356,0
OL143917,16.32075471698113,11.196704241273585,53,48.18867924528302,0
OL143918,10.229007633587786,152.40594329422353,131,46.06870229007634,1
OL143919,18.821428571428573,142.86352041469868,28,42.82142857142857,1
OL143920,16.0,8.92857143125,9,54.888888888888886,0
OL143921,18.0,7.812500001562501,4,62.75,0
OL143922,18.375,14.793019482617188,16,47.3125,0
OL143923,23.842105263157894,10.369674186349904,57,54.70175438596491,0
OL143924,12.208333333333334,37.90595688935069,144,50.951388888888886,0
OL143927,20.444444444444443,8.82936508107639,18,52.77777777777778,0
OL143929,16.0,8.92857143125,5,46.4,0
OL143930,18.586666666666666,20.174567099856155,150,39.56,0
OL143932,14.4,28.730519483072918,20,46.25,0
OL143933,14.076923076923077,10.498251749919872,13,47.23076923076923,0
OL143935,23.206751054852322,7.759757385381589,237,49.46835443037975,0
OL143936,11.395833333333334,24.79955808036651,144,36.173611111111114,0
OL143938,16.0,8.92857143125,1,52.0,0
OL143943,23.272727272727273,8.116883118068182,22,60.72727272727273,0
OL143944,26.7027027027027,8.445945946813064,37,53.567567567567565,0
OL143945,20.65432098765432,12.710437711978537,81,41.7037037037037,0
OL143947,14.37037037037037,5.6216931221141975,27,38.44444444444444,0
OL143948,21.128205128205128,8.859890111600276,39,47.0,0
OL143949,14.722222222222221,44.850288601909725,18,46.5,0
OL143952,10.53211009174312,51.8321815819763,109,47.00917431192661,0
OL143953,5.521739130434782,86.67348954876812,23,42.69565217391305,0
OL143954,36.36842105263158,7.048872180969351,38,50.10526315789474,0
OL143955,37.3125,17.755681819283854,16,54.5,0
OL143956,16.333333333333332,58.98268398645833,3,60.666666666666664,0
OL143957,7.857142857142857,63.20037105705357,7,54.714285714285715,0
OL143959,19.666666666666668,7.068452381903936,12,57.25,0
OL143961,14.064516129032258,6.768433181048387,31,49.32258064516129,0
OL143962,12.444444444444445,4.960317460509259,18,46.0,0
OL143964,25.0,37.8701298721875,10,52.4,0
OL143965,10.090909090909092,41.60271547033289,11,44.27272727272727,0
OL143966,9.903515944399018,179.6275171389969,1223,46.317252657399834,1
OL143968,19.954545454545453,37.94716647262311,22,45.81818181818182,0
OL143969,12.857142857142858,34.05148423107143,7,56.857142857142854,0
OL143970,1.2758620689655173,134.26332288383142,87,44.310344827586206,1
OL143971,15.65,9.151379871369793,40,53.8,0
OL143974,22.689655172413794,7.6559934334442845,87,49.42528735632184,0
OL143975,18.4,6.250000000479167,10,46.5,0
OL143976,4.891191709844559,131.50725893189875,386,51.10880829015544,1
OL143977,16.0,8.92857143125,4,53.5,0
OL143980,32.0,8.928571428125,1,60.0,0
OL143982,17.857142857142858,29.742578852023808,7,64.14285714285714,0
OL143984,2.04,126.37402597033334,25,42.64,0
OL143985,16.727272727272727,7.629870131410986,22,59.36363636363637,0
OL143986,6.456521739130435,119.58109824624094,46,41.108695652173914,1
OL143987,12.181818181818182,37.84902597111932,22,45.90909090909091,0
OL143989,10.956521739130435,79.91530209325181,23,44.26086956521739,0
OL143990,16.1875,9.570143398360907,48,51.104166666666664,0
OL143993,6.603960396039604,168.20630277473748,404,46.222772277227726,1
OL143994,5.278810408921933,176.58113262361644,538,50.317843866171,1
OL143995,2.945288753799392,148.80363557584155,329,51.13981762917933,1
OL143996,38.15094339622642,9.566282774470034,53,38.35849056603774,0
OL143997,5.177914110429448,112.04296470248595,326,51.125766871165645,1
OL143998,25.6,7.589285714895834,10,40.3,0
OL144000,20.727272727272727,27.188606850928032,22,53.0,0
OL144004,28.53448275862069,7.142857143075065,58,43.327586206896555,0
OL144006,14.0,43.065862700446424,14,51.357142857142854,0
OL144008,15.133333333333333,12.488095239194445,15,40.06666666666667,0
OL144009,15.521739130434783,27.293195933982542,23,48.08695652173913,0
OL144010,17.61111111111111,8.804563494041396,36,55.47222222222222,0
OL144011,17.23076923076923,8.894230771634616,26,48.65384615384615,0
OL144012,16.142857142857142,22.622912804494046,7,48.857142857142854,0
OL144013,13.95,29.15178571268006,20,51.25,0
OL144015,39.352380952380955,313.01108647100637,105,39.819047619047616,1
OL144016,8.920770877944326,152.68270808336888,467,44.66595289079229,1
OL144017,12.643956043956043,193.67572903079176,455,49.072527472527476,1
OL144019,8.963492063492064,186.7864518893572,630,47.801587301587304,1
OL144020,48.0,8.928571430000002,2,60.0,0
OL144021,5.515151515151516,89.56775547419865,99,49.63636363636363,0
OL144022,14.0,6.696428572708334,4,49.5,0
OL144023,15.40983606557377,6.981850118353825,61,51.91803278688525,0
OL144024,1.0,95.75757575666667,6,39.833333333333336,0
OL144025,15.777777777777779,6.41534391609341,27,55.888888888888886,0
OL144027,16.0,8.92857143125,1,35.0,0
OL144030,22.4,8.928571430000002,5,45.0,0
OL144031,17.05263157894737,7.51879699385965,19,48.421052631578945,0
OL144033,8.777777777777779,80.14069263981482,9,68.11111111111111,0
OL144035,14.607142857142858,23.005565865550597,28,65.85714285714286,0
OL144036,17.2,7.1428571439375,30,50.2,0
OL144037,17.23076923076923,8.012820514524574,39,49.23076923076923,0
OL144038,3.0357142857142856,87.1320346277381,28,34.75,0
OL144039,15.0,7.738095240000001,12,45.416666666666664,0
OL144040,19.529411764705884,15.063025210625002,17,49.88235294117647,0
OL144043,4.717948717948718,119.27083333141927,156,55.17948717948718,1
OL144044,13.666666666666666,49.91883116458334,6,59.666666666666664,0
OL144045,14.76923076923077,6.181318682035256,13,35.07692307692308,0
OL144046,13.333333333333334,5.059523809666667,30,45.5,0
OL144047,14.857142857142858,21.572356213184523,14,46.357142857142854,0
OL144049,6.804347826086956,115.26785714157005,138,47.594202898550726,1
OL144052,26.333333333333332,7.812500000729167,12,55.916666666666664,0
OL144053,16.27777777777778,21.275252526390815,36,56.25,0
OL144054,11.2,11.607142855333333,5,37.4,0
OL144057,16.142857142857142,10.172541745089285,35,56.94285714285714,0
OL144058,18.32,11.46363636515,25,53.28,0
OL144059,16.2,20.67370129822917,20,57.9,0
OL144060,30.857142857142858,6.377551020089285,7,59.42857142857143,0
OL144061,2.380952380952381,162.46753246984127,42,51.976190476190474,1
OL144062,3.4,118.34601112831548,35,48.97142857142857,0
