iter	RMSE
198	30.01265527
199	29.99452052
200	29.99424181
201	29.99247651
202	29.98091525
203	29.98075751
204	29.97001355
205	29.96955377
206	29.96887035
207	29.96864566
208	29.96071268
209	29.95979741
210	29.94190261
211	29.93565614
212	29.93067881
213	29.93050916
214	29.93028926
215	29.9271717
216	29.91999077
217	29.9057853
218	29.90506678
219	29.8964932
220	29.88956548
221	29.88915424
222	29.88894477
223	29.88839054
224	29.8865352
225	29.88064347
226	29.87665375
227	29.86634134
228	29.86585842
229	29.85508012
230	29.85464697
231	29.83934768
232	29.83898149
233	29.83015312
234	29.82176191
235	29.82133594
236	29.8212422
237	29.82103245
238	29.81993234
239	29.81922439
240	29.81659112
241	29.79225067
242	29.79178229
243	29.7890634
244	29.78846782
245	29.78831296
246	29.7881254
247	29.78773083
248	29.78752634
249	29.78724546
250	29.78674641
251	29.77207945
252	29.77059184
253	29.77047183
254	29.74680368
255	29.74566477
256	29.74527773
257	29.73472745
258	29.72177723
259	29.70666077
260	29.70639122
261	29.70551573
262	29.70511751
263	29.69984037
264	29.69138103
265	29.69129436
266	29.69110079
267	29.69100971
268	29.6907347
269	29.68956937
270	29.67563354
271	29.65606288
272	29.65231378
273	29.65147641
274	29.65093569
275	29.64694028
276	29.64665265
277	29.64651245
278	29.64479788
279	29.64431684
280	29.64411843
281	29.63860877
282	29.61704915
283	29.61608593
284	29.61585833
285	29.61578374
286	29.60781753
287	29.58852619
288	29.58209486
289	29.58185894
290	29.57686804
291	29.55716867
292	29.55712066
293	29.55666761
294	29.5554476
295	29.55513455
296	29.55470175
297	29.55447726
298	29.55415612
299	29.55395814
300	29.55086696
301	29.55074736
302	29.55031448
303	29.55019531
304	29.54129594
305	29.52768618
306	29.52755386
307	29.51419429
308	29.51403667
309	29.51355759
310	29.49548846
311	29.49186442
312	29.48046484
313	29.47516896
314	29.47503328
315	29.47453641
316	29.47428262
317	29.47418916
318	29.47416486
319	29.45633825
320	29.45572995
321	29.45564451
322	29.45545128
323	29.45147465
324	29.44707019
325	29.43467639
326	29.43447679
327	29.43388484
328	29.43364629
329	29.4256222
330	29.42549051
331	29.41724655
332	29.40689533
333	29.40681165
334	29.40670075
335	29.40662896
336	29.40653585
337	29.39547909
338	29.39538703
339	29.39494543
340	29.39438513
341	29.3873614
342	29.37542539
343	29.37236155
344	29.37188587
345	29.37174651
346	29.3716608
347	29.37114825
348	29.37105035
349	29.37093047
350	29.35689928
351	29.35672361
352	29.35643273
353	29.3522437
354	29.34119336
355	29.33754448
356	29.33750586
357	29.33644468
358	29.33636478
359	29.33633479
360	29.33599459
361	29.33311386
362	29.33163991
363	29.33097969
364	29.33067755
365	29.32223013
366	29.32204085
367	29.3217584
368	29.31864408
369	29.31249062
370	29.30449139
371	29.2984556
372	29.29338512
373	29.29247023
374	29.29209153
375	29.29199861
376	29.28242327
377	29.27545369
378	29.27528433
379	29.27510764
380	29.27341836
381	29.27309055
382	29.26283326
383	29.2622907
384	29.26219598
385	29.26216219
386	29.26209291
387	29.26123732
388	29.25853037
389	29.25847329
390	29.25760385
391	29.25753141
392	29.256992
393	29.25641236
394	29.25593044
395	29.25592171
396	29.25368674
397	29.24802705
398	29.24749493
399	29.24697909
400	29.24692983
401	29.24489922
402	29.24484973
403	29.24478793
404	29.24460443
405	29.24456858
406	29.24335571
407	29.23896928
408	29.23794656
409	29.2378966
410	29.23775468
411	29.23765627
412	29.23093574
413	29.22964225
414	29.22900906
415	29.228887
416	29.22115884
417	29.20241681
418	29.20034503
419	29.20016225
420	29.19817286
421	29.19644485
422	29.19643351
423	29.1911743
424	29.18444101
425	29.18431811
426	29.1842191
427	29.18308431
428	29.18307341
429	29.18266411
430	29.18133881
431	29.12209802
432	29.1217005
433	29.12154015
434	29.12026796
435	29.12022653
436	29.10868758
437	29.10249574
438	29.10151182
439	29.0981037
440	29.09767713
441	29.09676392
442	29.09328446
443	29.09291624
444	29.09290914
445	29.07963189
446	29.06850991
447	29.06850148
448	29.06849104
449	29.0680764
450	29.06246093
451	29.0622307
452	29.06146892
453	29.05947852
454	29.05824757
455	29.05790943
456	29.05784411
457	29.05435241
458	29.05393571
459	29.05392776
460	29.05248126
461	29.0489607
462	29.04362076
463	29.04354205
464	29.04305426
465	29.042986
466	29.03836855
467	29.03749845
468	29.03707061
469	29.03690814
470	29.02499169
471	29.02458964
472	29.02435544
473	29.02421726
474	29.02413436
475	29.02300562
476	29.02263773
477	29.02236867
478	29.02227617
479	29.02021671
480	29.02014005
481	29.01970991
482	29.01961213
483	29.0195593
484	29.01518798
485	29.01507793
486	29.01502941
487	29.01499728
488	29.00970898
489	29.00958123
490	29.00922878
491	29.00922029
492	29.0054964
493	29.00431109
494	28.9543553
495	28.95427705
496	28.95362137
497	28.95358441
498	28.95353673
499	28.95339506
500	28.94315007
501	28.93860601
502	28.93533781
503	28.93372674
504	28.93099611
505	28.93052734
506	28.92684213
507	28.92112214
508	28.92091853
509	28.90998717
510	28.90902136
511	28.90900381
512	28.90881909
513	28.89964467
514	28.8981932
515	28.89812255
516	28.89668952
517	28.89651947
518	28.89648867
519	28.89178705
520	28.89163265
521	28.89160092
522	28.88773237
523	28.88688478
524	28.88498801
525	28.88485316
526	28.88429255
527	28.87755012
528	28.87720953
529	28.87628201
530	28.87533924
531	28.87068161
532	28.87065243
533	28.87048416
534	28.8668447
535	28.85530079
536	28.85527431
537	28.85046153
538	28.84749647
539	28.84741686
540	28.84730523
541	28.84689733
542	28.84671298
543	28.8449802
544	28.84492442
545	28.84444972
546	28.81481641
547	28.81445849
548	28.81417043
549	28.81320206
550	28.81241326
551	28.81235216
552	28.81230754
553	28.80922512
554	28.8092062
555	28.80914769
556	28.80903417
557	28.80105814
558	28.80099025
559	28.80092913
560	28.80081376
561	28.80039769
562	28.80037459
563	28.79997329
564	28.79961569
565	28.79954458
566	28.79949402
567	28.79945238
568	28.79826316
569	28.79824746
570	28.79060867
571	28.78733077
572	28.78723756
573	28.78717098
574	28.78683013
575	28.7864982
576	28.78646122
577	28.7863691
578	28.78314341
579	28.7830499
580	28.78275806
581	28.78266849
582	28.77582068
583	28.77565959
584	28.77316124
585	28.76201265
586	28.76003799
587	28.75992435
588	28.75909649
589	28.75882139
590	28.75010219
591	28.75002002
592	28.74110358
593	28.72789692
594	28.72776115
595	28.72750003
596	28.72477509
597	28.72471631
598	28.72408957
599	28.72398559
600	28.72253682
601	28.71798064
602	28.71786544
603	28.71778286
604	28.71749008
605	28.71728221
606	28.71718172
607	28.71461812
608	28.7093646
609	28.70401867
610	28.70330194
611	28.70324477
612	28.70310637
613	28.69256902
614	28.68972484
615	28.68453761
616	28.68445391
617	28.67940411
618	28.67931512
619	28.67205586
620	28.66418498
621	28.66412631
622	28.6629354
623	28.65837852
624	28.65656436
625	28.65096887
626	28.65002565
627	28.63804807
628	28.63794604
629	28.63780044
630	28.63370026
631	28.62552224
632	28.62134083
633	28.62129799
634	28.6169952
635	28.61686846
636	28.61426306
637	28.61272503
638	28.61210316
639	28.61197065
640	28.61115264
641	28.53136317
642	28.52873308
643	28.52600281
644	28.52001604
645	28.51878206
646	28.51610693
647	28.48256277
648	28.48253182
649	28.48240586
650	28.48229635
651	28.47493159
652	28.47474567
653	28.46334058
654	28.46325025
655	28.45947635
656	28.45941119
657	28.45741895
658	28.45737179
659	28.45488764
660	28.45072386
661	28.45046757
662	28.44801928
663	28.4459766
664	28.44093104
665	28.44038998
666	28.43674769
667	28.43666516
668	28.43663692
669	28.43546657
670	28.43517416
671	28.42991564
672	28.42969607
673	28.42782564
674	28.42756719
675	28.42737062
676	28.42436397
677	28.42427684
678	28.42421884
679	28.41635297
680	28.41626503
681	28.4129017
682	28.41268519
683	28.39762725
684	28.39755696
685	28.39747035
686	28.39726047
687	28.38911888
688	28.38900587
689	28.38437058
690	28.38424508
691	28.38156209
692	28.37892817
693	28.30674596
694	28.3067413
695	28.30421453
696	28.30401922
697	28.30393713
698	28.30368989
699	28.30332746
700	28.29507061
701	28.29068561
702	28.29046606
703	28.29026955
704	28.28665032
705	28.28211612
706	28.27930784
707	28.27893435
708	28.27886924
709	28.27882385
710	28.27868458
711	28.27693644
712	28.27634491
713	28.27624697
714	28.27615082
715	28.27408027
716	28.27343
717	28.27055434
718	28.26927364
719	28.26461777
720	28.26022156
721	28.25604564
722	28.25146804
723	28.25137918
724	28.25125572
725	28.25112087
726	28.24749282
727	28.24746261
728	28.24679411
729	28.24676244
730	28.23977528
731	28.23970289
732	28.23773775
733	28.23487163
734	28.23481935
735	28.22528849
736	28.21727805
737	28.21596253
738	28.21229662
739	28.21059197
740	28.21048845
741	28.20753904
742	28.20746831
743	28.19969836
744	28.19958376
745	28.1995627
746	28.19706769
747	28.19426398
748	28.18979162
749	28.18964477
750	28.18904741
751	28.1842417
752	28.18412631
753	28.18407278
754	28.18372074
755	28.18371567
756	28.18352542
757	28.18334448
758	28.18272157
759	28.18255934
760	28.18252744
761	28.18188342
762	28.17936334
763	28.1732947
764	28.16970735
765	28.16959966
766	28.16957725
767	28.16948564
768	28.16927591
769	28.16919642
770	28.16908802
771	28.16757644
772	28.16508974
773	28.1615148
774	28.16144357
775	28.16142167
776	28.15658206
777	28.15655468
778	28.14889735
779	28.14882293
780	28.14502939
781	28.1449715
782	28.14289211
783	28.13590106
784	28.13364743
785	28.13353625
786	28.13337857
787	28.13318163
788	28.13312647
789	28.12838228
790	28.12834104
791	28.12743785
792	28.12698497
793	28.12209658
794	28.12195078
795	28.12189667
796	28.12184064
797	28.11943775
798	28.11617206
799	28.11344394
800	28.11333761
801	28.11194357
802	28.11183669
803	28.11166501
804	28.11121846
805	28.10754572
806	28.10740801
807	28.1020334
808	28.09503277
809	28.09498492
810	28.0917779
811	28.09014378
812	28.09007348
813	28.08999374
814	28.08994163
815	28.08980161
816	28.08950554
817	28.08593784
818	28.08226393
819	28.08222808
820	28.08191589
821	28.08177313
822	28.08165178
823	28.0808655
824	28.07390141
825	28.07382029
826	28.07339254
827	28.07088122
828	28.07048314
829	28.0685073
830	28.06839556
831	28.06825346
832	28.06415854
833	28.0606053
834	28.05701719
835	28.05688201
836	28.05456739
837	28.0496124
838	28.04640267
839	28.0462724
840	28.04463725
841	28.04401358
842	28.04219781
843	28.04215486
844	28.04139022
845	28.04135399
846	28.0411615
847	28.03948834
848	28.03222339
849	28.02760435
850	28.02392082
851	28.02242758
852	28.0212962
853	28.02129379
854	28.01959777
855	28.01499111
856	28.0124732
857	28.01237646
858	28.00968565
859	28.00964931
860	27.96949534
861	27.96655965
862	27.9629889
863	27.96143349
864	27.96133826
865	27.95834158
866	27.95735147
867	27.95726878
868	27.95354755
869	27.95039967
870	27.94951808
871	27.94677735
872	27.94441669
873	27.94423669
874	27.94421168
875	27.93991652
876	27.93987286
877	27.93986119
878	27.93914544
879	27.93873069
880	27.9357353
881	27.93568494
882	27.93555009
883	27.93361552
884	27.93346504
885	27.93334447
886	27.93331139
887	27.93322886
888	27.93039157
889	27.93035166
890	27.92558689
891	27.92531787
892	27.92529014
893	27.92522719
894	27.92360159
895	27.91968054
896	27.91108122
897	27.90955215
898	27.90828168
899	27.90818067
900	27.9069034
901	27.90351964
902	27.90080647
903	27.89727207
904	27.89723861
905	27.89720228
906	27.89411432
907	27.89411045
908	27.89389622
909	27.89162418
910	27.88928295
911	27.88497645
912	27.88445803
913	27.88074992
914	27.88070626
915	27.87809559
916	27.874492
917	27.87409267
918	27.87329988
919	27.87045491
920	27.87040885
921	27.87030482
922	27.87015668
923	27.86692709
924	27.86619359
925	27.86604343
926	27.86348673
927	27.85791888
928	27.85784644
929	27.857267
930	27.8462549
931	27.84420747
932	27.84419784
933	27.84001798
934	27.83996758
935	27.83475667
936	27.83227584
937	27.83223662
938	27.83024427
939	27.82751039
940	27.82705244
941	27.82691113
942	27.82490473
943	27.82482188
944	27.82253365
945	27.82244519
946	27.82243976
947	27.82243465
948	27.82204905
949	27.82079725
950	27.82074292
951	27.81943635
952	27.81769606
953	27.81601073
954	27.80515421
955	27.80285696
956	27.80115111
957	27.79864866
958	27.79862605
959	27.79860368
960	27.79857116
961	27.79841906
962	27.79837991
963	27.79790464
964	27.79789815
965	27.7928161
966	27.79219495
967	27.79133675
968	27.79131899
969	27.79128855
970	27.79118933
971	27.79104299
972	27.79091868
973	27.79052525
974	27.79019113
975	27.78998048
976	27.78488385
977	27.78488047
978	27.78481005
979	27.78478474
980	27.78465656
981	27.78122718
982	27.77836387
983	27.77642574
984	27.77069419
985	27.76751521
986	27.76501924
987	27.75633179
988	27.75511902
989	27.75508489
990	27.75494034
991	27.73600477
992	27.736
993	27.73276094
994	27.72584958
995	27.71349287
996	27.711912
997	27.71186138
998	27.71181263
999	27.71035581
